구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
매수,042520.KS,한스바이오메드,55900.0,50700.0,2026-03-18,2026-06-09,506.29,Rect Bottom,,0.0,45454.18614911213,99182.05946254956,10.26
매수,226950.KS,올릭스,180800.0,179542.8571428568,2026-02-27,2026-05-21,364.18,Inv H&S,,0.0,155273.5351474334,338810.3561118064,0.7
매수,099320.KS,쎄트렉아이,192500.0,192100.0,2026-03-12,2026-06-03,289.26,Rect Bottom,,0.0,,,0.21
매수,089970.KS,브이엠,46600.0,43400.0,2026-03-18,2026-06-09,275.2,Rect Bottom,,0.0,38161.163744590405,83268.52007117034,7.37
매수,295310.KS,에이치브이엠,90800.0,92000.0,2026-03-10,2026-06-01,244.59,Rect Bottom,,0.0,79290.41800264896,173013.4805923206,-1.3
매수,084370.KS,유진테크,129900.0,137700.0,2026-03-05,2026-05-27,232.23,Rect Bottom,,0.0,124659.801565662,272010.49889915646,-5.66
매수,356860.KS,티엘비,73100.0,63600.0,2026-03-18,2026-06-09,231.37,Rect Bottom,,0.0,60379.44130255193,131749.30286816286,14.94
매수,170920.KS,엘티씨,31750.0,28950.0,2026-03-18,2026-06-09,223.74,Rect Bottom,,0.0,24931.9603131324,54402.09977983129,9.67
매수,131290.KS,티에스이,122500.0,113411.05078125,2026-03-17,2026-06-08,223.33,Inv H&S,,0.0,99982.24901082687,218163.5225864663,8.01
매수,310210.KS,보로노이,325500.0,334500.0,2026-03-13,2026-06-04,213.58,Rect Bottom,,0.0,299353.12892978697,653195.2796694029,-2.69
매수,005935.KS,삼성전자우,144100.0,148700.0,2026-03-18,2026-06-09,207.38,Triple Bottom,,0.0,121861.31622439204,265904.14076060394,-3.09
매수,100790.KS,미래에셋벤처투자,23400.0,23850.0,2026-03-18,2026-06-09,201.93,Rect Bottom,,0.0,19631.798681939286,42837.0275477243,-1.89
매수,080220.KS,제주반도체,43150.0,47300.0,2026-02-26,2026-05-20,186.71,Rect Bottom,,0.0,40747.64262061265,88912.27532043855,-8.77
매수,200710.KS,에이디테크놀로지,45950.0,47200.0,2026-03-11,2026-06-02,180.53,Triple Bottom,,0.0,39475.603829126296,86136.65798473287,-2.65
매수,298380.KS,에이비엘바이오,189700.0,183825.0,2026-03-18,2026-06-09,178.56,Inv H&S,,0.0,161124.9135882706,351578.19585605257,3.2
매수,007660.KS,이수페타시스,127000.0,125400.0,2026-02-27,2026-05-21,178.51,Rect Bottom,,0.0,106427.2455543577,232226.6504207084,1.28
매수,005380.KS,현대차,527000.0,525692.3125,2026-02-25,2026-05-19,168.27,Rect Bottom,,0.0,486766.84420877544,1062136.2337967062,0.25
매수,095610.KS,테스,65700.0,73800.0,2026-02-26,2026-05-20,161.16,Rect Bottom,,0.0,61990.69043843464,135265.08482672338,-10.98
매수,307950.KS,현대오토에버,431000.0,501000.0,2026-02-26,2026-05-20,155.48,Rect Bottom,,0.0,419772.8011904945,915953.7207828738,-13.97
매수,033240.KS,자화전자,37950.0,44250.0,2026-03-11,2026-06-02,152.5,Rect Bottom,,0.0,37101.13141835178,80955.50562474894,-14.24
매수,222800.KS,심텍,59700.0,59400.0,2026-03-19,2026-06-10,144.16,Inv H&S,,0.0,50627.1439011566,110469.56996108599,0.51
매수,368770.KS,파이버프로,16560.0,18430.0,2026-03-12,2026-06-03,143.71,Rect Bottom,,0.0,16460.18196183333,35916.488324031474,-10.15
매수,083650.KS,비에이치아이,103600.0,93500.0,2026-03-09,2026-05-31,142.91,Triple Bottom,,0.0,89721.136092837,195773.54274510714,10.8
매수,064760.KS,티씨케이,236500.0,236500.0,2026-03-16,2026-06-07,140.04,Triple Bottom,,0.0,212006.4652477245,462602.88928427966,0.0
매수,003160.KS,디아이,36500.0,36600.0,2026-03-18,2026-06-09,138.59,Rect Bottom,,0.0,30528.930995672326,66614.81605693627,-0.27
매수,166090.KS,하나머티리얼즈,59800.0,64000.0,2026-03-05,2026-05-27,134.78,Rect Bottom,,0.0,56987.33785858834,124347.65663961438,-6.56
매수,357780.KS,솔브레인,422500.0,429000.0,2026-02-26,2026-05-20,129.74,Rect Bottom,,0.0,360835.00385162706,787350.117561844,-1.52
매수,000720.KS,현대건설,172700.0,164700.0,2026-03-18,2026-06-09,128.74,Rect Bottom,,0.0,141874.72654377721,309573.85350903997,4.86
