구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,066970.KS,엘앤에프,2026-03-27,2026-05-30,136700.0,144500.0,,198.55,-2.7257,86.04,Triple Bottom,,110437.49061030072,208885.8757639153,5.71,
오늘신호,064290.KS,인텍플러스,2026-03-27,2026-05-30,18140.0,19070.0,,110.49,-2.3433,28.14,Rect Bottom,,14574.691667394012,27567.153292857194,5.13,
매수,240810.KS,원익IPS,2026-03-24,2026-05-27,133400.0,121500.0,,360.71,,274.57,Triple Bottom,,103788.31297494005,196309.3559082332,-8.92,
매수,099320.KS,쎄트렉아이,2026-03-12,2026-05-15,192100.0,188100.0,,293.46,-1.2968,192.4,Rect Bottom,,148956.86449790734,281742.9563071771,-2.08,
매수,368770.KS,파이버프로,2026-03-12,2026-05-15,18430.0,21050.0,,244.55,-0.6541,170.52,Rect Bottom,,14834.544586477074,28058.64947112523,14.22,
매수,310210.KS,보로노이,2026-03-13,2026-05-16,334500.0,313500.0,,176.94,1.1365,161.83,Rect Bottom,,269788.4718715305,510288.6792018138,-6.28,
매수,295310.KS,에이치브이엠,2026-03-10,2026-05-13,92000.0,102000.0,,253.55,-1.3649,160.4,Rect Bottom,,71459.55274784165,135161.4490237099,10.87,
매수,089970.KS,브이엠,2026-03-18,2026-05-21,43400.0,44700.0,,253.36,-1.6728,152.9,Rect Bottom,,34392.298113934485,65050.96477076947,3.0,
매수,298380.KS,에이비엘바이오,2026-03-18,2026-05-21,183825.0,179900.0,,169.31,-0.6252,113.95,Inv H&S,,145211.9253699456,274659.62903213775,-2.14,
매수,356860.KS,티엘비,2026-03-18,2026-05-21,63600.0,73100.0,,224.79,-2.4984,111.44,Rect Bottom,,54416.25834915856,102925.08203730636,14.94,
매수,037460.KS,삼지전자,2026-03-25,2026-05-28,23850.0,26000.0,,131.73,0.444,110.87,Rect Bottom,,20902.874520357956,39536.53081067878,9.01,
매수,222800.KS,심텍,2026-03-19,2026-05-22,59400.0,56200.0,,133.66,,101.74,Inv H&S,,46391.38878924051,87746.52359079348,-5.39,
매수,083650.KS,비에이치아이,2026-03-09,2026-05-12,93500.0,94800.0,,132.07,,100.53,Triple Bottom,,80860.11423231708,152942.04606105355,1.39,
매수,064760.KS,티씨케이,2026-03-19,2026-05-22,236500.0,239000.0,,128.13,,97.53,Triple Bottom,,184954.13652382544,349829.63276724913,1.06,
매수,131290.KS,티에스이,2026-03-17,2026-05-20,113411.05078125,110300.0,,184.79,-2.1945,88.25,Inv H&S,,90107.82105850834,170433.527699416,-2.74,
매수,066970.KS,엘앤에프,2026-03-27,2026-05-30,136700.0,144500.0,,198.55,-2.7257,86.04,Triple Bottom,,110437.49061030072,208885.8757639153,5.71,
매수,237690.KS,에스티팜,2026-03-09,2026-05-12,160600.0,159300.0,,106.88,,81.36,Rect Bottom,,130308.59618724065,246470.877631471,-0.81,
매수,336260.KS,두산퓨얼셀,2026-03-09,2026-05-12,36900.0,38150.0,,96.65,,73.57,Triple Bottom,,30227.008675691308,57172.570148531835,3.39,
매수,101490.KS,에스앤에스텍,2026-03-03,2026-05-06,94900.0,83500.0,,112.04,-0.508,73.15,Triple Bottom,,71000.98877298919,134294.10282676632,-12.01,
매수,160980.KS,싸이맥스,2026-03-25,2026-05-28,24000.0,25050.0,,94.49,,71.92,Rect Bottom,,18877.550298092927,35705.75177417791,4.38,
매수,045100.KS,한양이엔지,2026-03-25,2026-05-28,34050.0,32900.0,,89.78,-0.127,65.3,Rect Bottom,,25526.727933453592,48282.271629860006,-3.38,
매수,253590.KS,네오셈,2026-03-11,2026-05-14,18770.0,16570.0,,78.36,,59.65,Rect Bottom,,15079.112039731719,28521.234109495148,-11.72,
매수,023160.KS,태광,2026-03-23,2026-05-26,32200.0,34650.0,,82.31,-0.4043,53.0,Rect Bottom,,27895.975136857967,52763.56031406857,7.61,
매수,053610.KS,프로텍,2026-03-25,2026-05-28,61000.0,54900.0,,127.72,-2.0014,49.42,Rect Bottom,,46009.25214353013,87023.7350933405,-10.0,
매수,064820.KS,케이프,2026-03-26,2026-05-29,9992.14285714284,10510.0,,65.51,-0.0302,49.14,Inv H&S,,8017.2268270038385,15164.102676563816,5.18,
매수,322310.KS,오로스테크놀로지,2026-03-12,2026-05-15,29250.0,31250.0,,57.27,,43.59,Rect Bottom,,22928.19874262299,43367.30984717965,6.84,
매수,166090.KS,하나머티리얼즈,2026-03-05,2026-05-08,64000.0,63400.0,,148.91,-3.2301,36.21,Rect Bottom,,51359.165183475496,97142.77405768241,-0.94,
매수,178320.KS,서진시스템,2026-03-20,2026-05-23,46650.0,46300.0,,115.35,-2.1909,35.48,Rect Bottom,,35538.70805106563,67219.33026312845,-0.75,
매수,039200.KS,오스코텍,2026-03-18,2026-05-21,56600.0,54300.0,,82.52,-1.3074,31.59,Triple Bottom,,42875.73164870499,81096.86941422593,-4.06,
매수,064290.KS,인텍플러스,2026-03-27,2026-05-30,18140.0,19070.0,,110.49,-2.3433,28.14,Rect Bottom,,14574.691667394012,27567.153292857194,5.13,
매수,036200.KS,유니셈,2026-03-26,2026-05-29,9686.0,9450.0,,54.73,-1.134,14.58,Inv H&S,,7199.454405183618,13617.33529201441,-2.44,
매수,078160.KS,메디포스트,2026-03-18,2026-05-21,23200.0,24400.0,,81.41,-2.1916,9.63,Rect Bottom,,17196.149056967242,32525.482385384734,5.17,
매수후보,051370.KS,인터플렉스,2026-03-24,2026-05-27,13570.0,13640.0,,64.34,-2.3749,-7.74,Rect Bottom,,10692.18334697652,20223.622158734775,0.52,
매수후보,020000.KS,한섬,2026-03-27,2026-05-30,24200.0,26000.0,,55.04,-2.3593,-14.45,Rect Bottom,,19871.105576939925,37585.00186755569,7.44,
매수후보,033640.KS,네패스,2026-03-25,2026-05-28,19490.0,18310.0,,56.76,-2.7356,-22.12,Rect Bottom,,15514.747815841556,29345.212996591563,-6.05,
매도패턴,329180.KS,HD현대중공업,2026-03-27,,511000.0,498500.0,,17.04,,,Rect Top,,,,-2.45,
매도패턴,010130.KS,고려아연,2026-03-27,,1555800.0,1483000.0,,80.84,,,H&S,,,,-4.68,
매도패턴,064350.KS,현대로템,2026-03-27,,200000.0,184200.0,,-6.97,,,Triple Top,,,,-7.9,
매도패턴,105630.KS,한세실업,2026-03-27,,12290.0,12200.0,,17.42,,,Rect Top,,,,-0.73,
매도패턴,344820.KS,KCC글라스,2026-03-27,,25389.00390625,25350.0,,-18.97,,,H&S,,,,-0.15,
매도패턴,194480.KS,데브시스터즈,2026-03-27,,34500.0,32600.0,,-23.83,,,Triple Top,,,,-5.51,
매도패턴,122640.KS,예스티,2026-03-26,,21600.0,20800.0,,29.51,,,Triple Top,,,,-3.7,
매도패턴,012860.KS,모베이스전자,2026-03-26,,3570.0,3395.0,,123.36,,,Triple Top,,,,-4.9,
매도패턴,032620.KS,유비케어,2026-03-24,,4923.3333333333285,4055.0,,3.71,,,H&S,,,,-17.64,
매도패턴,214370.KS,케어젠,2026-03-23,,106500.0,96900.0,,171.05,,,Rect Top,,,,-9.01,
매도패턴,068760.KS,셀트리온제약,2026-03-23,,57554.7890625,58500.0,,22.18,,,Triple Top,,,,1.64,
매도패턴,082270.KS,젬백스,2026-03-23,,38000.0,41050.0,,-35.76,,,Triple Top,,,,8.03,
매도패턴,358570.KS,지아이이노베이션,2026-03-23,,13020.0,14680.0,,-27.86,,,Triple Top,,,,12.75,
매도패턴,102710.KS,이엔에프테크놀로지,2026-03-23,,51100.0,50600.0,,32.19,,,Triple Top,,,,-0.98,
매도패턴,206640.KS,바디텍메드,2026-03-23,,11340.0,11800.0,,-15.11,,,Triple Top,,,,4.06,
매도패턴,290650.KS,엘앤씨바이오,2026-03-19,,75800.0,73400.0,,169.57,,,Rect Top,,,,-3.17,
매도패턴,145020.KS,휴젤,2026-03-13,,243500.0,259500.0,,-33.12,,,Triple Top,,,,6.57,
손절하락,015750.KS,성우하이텍,2026-03-11,2026-05-14,11900.0,8960.0,,57.7,,,"Inv H&S (손절 24% 이탈, -24.7%)",,9094.852167907118,17202.36623938126,-24.71,
매도전환,329180.KS,HD현대중공업,2026-01-09,,604909.25,498500.0,2026-03-27,,,,,,,,-17.59,
매도전환,064350.KS,현대로템,2026-03-03,,249000.0,184200.0,2026-03-27,,,,,,,,-26.02,
매도전환,033500.KS,동성화인텍,2026-02-20,,29600.0,23300.0,2026-03-27,,,,,,,,-21.28,
매도전환,105630.KS,한세실업,2026-02-04,,15120.0,12200.0,2026-03-27,,,,,,,,-19.31,
매도전환,194480.KS,데브시스터즈,2026-03-18,,42250.0,32600.0,2026-03-27,,,,,,,,-22.84,
매도전환,241590.KS,화승엔터프라이즈,2026-02-04,,5380.0,4615.0,2026-03-27,,,,,,,,-14.22,
매도전환,068760.KS,셀트리온제약,2026-01-28,,74000.0,57100.0,2026-03-23,,,,,,,,-22.84,
익절,100120.KS,뷰웍스,2026-01-19,2026-01-20,20700.0,29925.0,2026-03-26,,,,,,,,44.57,
익절,234690.KS,녹십자웰빙,2026-02-23,2026-02-24,9900.0,14610.0,2026-03-26,,,,,,,,47.58,
손절,086900.KS,메디톡스,2026-01-27,2026-01-28,132100.0,102850.0,2026-03-24,,,,,,,,-22.14,
손절,058970.KS,엠로,2026-01-27,2026-01-28,39000.0,28400.0,2026-03-24,,,,,,,,-27.18,
손절,093520.KS,매커스,2026-02-23,2026-02-24,30800.0,23550.0,2026-03-24,,,,,,,,-23.54,
익절,050890.KS,쏠리드,2026-01-29,2026-01-30,8810.0,13220.0,2026-03-19,,,,,,,,50.06,
익절,052020.KS,에스티큐브,2026-03-06,2026-03-09,10760.0,16105.0,2026-03-18,,,,,,,,49.67,
익절,120110.KS,코오롱인더,2026-01-26,2026-01-27,48820.02677104398,72000.0,2026-03-12,,,,,,,,47.48,
익절,032500.KS,케이엠더블유,2026-01-26,2026-01-27,17000.0,25800.0,2026-03-12,,,,,,,,51.76,
익절,073490.KS,이노와이어리스,2026-01-05,2026-01-06,25100.0,43550.0,2026-03-11,,,,,,,,73.51,
손절,010955.KS,S-Oil우,2026-03-03,2026-03-04,74000.0,56350.0,2026-03-11,,,,,,,,-23.85,
손절,006650.KS,대한유화,2026-02-12,2026-02-13,167000.0,118600.0,2026-03-09,,,,,,,,-28.98,
손절,005710.KS,대원산업,2026-02-23,2026-02-24,16800.0,12090.0,2026-03-09,,,,,,,,-28.04,
손절,018880.KS,한온시스템,2026-02-10,2026-02-11,4855.0,4035.0,2026-03-05,,,,,,,,-16.89,
손절,139480.KS,이마트,2026-02-05,2026-02-06,118100.0,93300.0,2026-03-05,,,,,,,,-21.0,
손절,257720.KS,실리콘투,2026-01-26,2026-01-27,51500.0,38875.0,2026-03-05,,,,,,,,-24.51,
손절,018670.KS,SK가스,2026-03-03,2026-03-04,292000.0,230500.0,2026-03-05,,,,,,,,-21.06,
손절,222800.KS,심텍,2026-01-28,2026-01-29,62000.0,49400.0,2026-03-05,,,,,,,,-20.32,
손절,005070.KS,코스모신소재,2026-02-23,2026-02-24,60100.0,48400.0,2026-03-05,,,,,,,,-19.47,
손절,293490.KS,카카오게임즈,2026-01-28,2026-01-29,17460.0,12890.0,2026-03-05,,,,,,,,-26.17,
손절,160190.KS,하이젠알앤엠,2026-01-21,2026-01-22,78000.0,57700.0,2026-03-05,,,,,,,,-26.03,
